train_cohort,test_cohort,feature_set,cell_type,status,reason,n,MAE,RMSE,R2,r,cBAG_age_r,cBAG_age_slope,cBAG_age_intercept,model_path,test_graph_path,bias_beta_from_train_oof,bias_alpha_from_train_oof,target_normalization_used,target_mean,target_std,train_node_dim,test_node_dim,train_global_dim,test_global_dim,train_edge_dim,test_edge_dim
ADRC,AD_DECODE,full,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionADRC_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full/brainage_adrc_full_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/AD_DECODE/graphs/full/graph_data_list_ad_decode_all.pt,,,,,,3.0,3.0,17.0,20.0,1.0,1.0
HABS,ADNI,full,external,ok,,316.0,5.254546574273305,7.853062790880969,-0.47840244845031,0.5948779271875033,-0.0952479118262255,-0.1144874755501161,7.566951649742372,$WORK/ines/results/BrainAgePredictionHABS_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full/brainage_habs_full_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/ADNI/graphs/full/graph_data_list_adni_all.pt,-0.5590400821169863,37.33761559338121,True,67.085609135894,8.111934009922717,3.0,3.0,17.0,17.0,1.0,1.0
HABS,ADRC,full,external,ok,,204.0,8.47406465617412,28.945822040275445,-5.000138574780492,0.2551415317897278,-0.1610651665685102,-0.3821285107464909,29.347576476987665,$WORK/ines/results/BrainAgePredictionHABS_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full/brainage_habs_full_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/ADRC/graphs/full/graph_data_list_adrc_all.pt,-0.5590400821169863,37.33761559338121,True,67.085609135894,8.111934009922717,3.0,3.0,17.0,17.0,1.0,1.0
HABS,HABS,full,diagonal_oof,ok,,394.0,3.261324424494286,4.104328735342586,0.7440026567879016,0.8922892065302259,6.349087922075114e-16,3.26405091938109e-16,3.0981498898877333e-15,,,,,,,,,,,,,
HABS,AD_DECODE,full,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionHABS_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full/brainage_habs_full_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/AD_DECODE/graphs/full/graph_data_list_ad_decode_all.pt,,,,,,3.0,3.0,17.0,20.0,1.0,1.0
AD_DECODE,ADNI,full,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionADDECODE_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full/brainage_addecode_full_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/ADNI/graphs/full/graph_data_list_adni_all.pt,,,,,,3.0,3.0,20.0,17.0,1.0,1.0
AD_DECODE,ADRC,full,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionADDECODE_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full/brainage_addecode_full_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/ADRC/graphs/full/graph_data_list_adrc_all.pt,,,,,,3.0,3.0,20.0,17.0,1.0,1.0
AD_DECODE,HABS,full,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionADDECODE_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full/brainage_addecode_full_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/HABS/graphs/full/graph_data_list_habs_all.pt,,,,,,3.0,3.0,20.0,17.0,1.0,1.0
AD_DECODE,AD_DECODE,full,diagonal_oof,ok,,79.0,2.844926803872287,3.766638663444098,0.9379992891992104,0.9703705248296142,7.910339050454239e-16,1.9888515942822582e-16,-3.383725229000309e-14,,,,,,,,,,,,,
ADNI,ADNI,full_no_cardiovascular,diagonal_oof,ok,,233.0,1.9920349442926035,3.0635336541929945,0.7719161205824928,0.902372776523136,-3.538835890992686e-16,-1.6156231085467987e-16,1.6625723521197116e-14,,,,,,,,,,,,,
ADNI,ADRC,full_no_cardiovascular,external,ok,,204.0,3.939005025763848,5.029509069445327,0.8188490164130475,0.935999865578816,-0.2399564244027768,-0.0850500512049537,2.1446716446704577,$WORK/ines/results/BrainAgePredictionADNI_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_adni_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/ADRC/graphs/full_no_cardiovascular/graph_data_list_adrc_all.pt,-0.8074713760321791,60.43973424335075,True,76.1030042918455,6.414685370236268,3.0,3.0,14.0,14.0,1.0,1.0
ADNI,HABS,full_no_cardiovascular,external,ok,,486.0,5.145391581086829,5.902528478850395,0.5191331594142818,0.9244380141644626,-0.2829891620128626,-0.1085028748550224,2.385057993248476,$WORK/ines/results/BrainAgePredictionADNI_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_adni_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/HABS/graphs/full_no_cardiovascular/graph_data_list_habs_all.pt,-0.8074713760321791,60.43973424335075,True,76.1030042918455,6.414685370236268,3.0,3.0,14.0,14.0,1.0,1.0
ADNI,AD_DECODE,full_no_cardiovascular,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionADNI_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_adni_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/AD_DECODE/graphs/full_no_cardiovascular/graph_data_list_ad_decode_all.pt,,,,,,3.0,3.0,14.0,17.0,1.0,1.0
ADRC,ADNI,full_no_cardiovascular,external,ok,,316.0,8.557880913191799,10.046776171629167,-1.419736006440107,0.6586711160905514,-0.2372562867559567,-0.2181361924374567,8.569549993000546,$WORK/ines/results/BrainAgePredictionADRC_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_adrc_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/ADNI/graphs/full_no_cardiovascular/graph_data_list_adni_all.pt,-0.6472269564278044,37.12412309875127,True,56.13793103448276,11.329924180076327,3.0,3.0,14.0,14.0,1.0,1.0
ADRC,ADRC,full_no_cardiovascular,diagonal_oof,ok,,145.0,4.06590426213751,5.22624817155988,0.7872223284814515,0.9080492493090104,9.020562075079397e-16,4.302215021929389e-16,-1.6115261660924428e-14,,,,,,,,,,,,,
ADRC,HABS,full_no_cardiovascular,external,ok,,486.0,6.8386185072375145,8.201842037643482,0.0715223597230149,0.821118915833017,-0.3449025875339963,-0.203449533066938,7.208677624450465,$WORK/ines/results/BrainAgePredictionADRC_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_adrc_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/HABS/graphs/full_no_cardiovascular/graph_data_list_habs_all.pt,-0.6472269564278044,37.12412309875127,True,56.13793103448276,11.329924180076327,3.0,3.0,14.0,14.0,1.0,1.0
ADRC,AD_DECODE,full_no_cardiovascular,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionADRC_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_adrc_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/AD_DECODE/graphs/full_no_cardiovascular/graph_data_list_ad_decode_all.pt,,,,,,3.0,3.0,14.0,17.0,1.0,1.0
HABS,ADNI,full_no_cardiovascular,external,ok,,316.0,3.7179171204275785,4.592813637188007,0.4943241886186106,0.768887003500619,-0.35536706091191,-0.2402077559829131,19.787124569153423,$WORK/ines/results/BrainAgePredictionHABS_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_habs_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/ADNI/graphs/full_no_cardiovascular/graph_data_list_adni_all.pt,-0.5664674542315216,37.77514524166913,True,67.085609135894,8.111934009922717,3.0,3.0,14.0,14.0,1.0,1.0
HABS,ADRC,full_no_cardiovascular,external,ok,,204.0,8.557970494758534,9.890856218426087,0.2994207299880419,0.8819068738059479,-0.5246783994511353,-0.2478132876821969,22.527894040700662,$WORK/ines/results/BrainAgePredictionHABS_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_habs_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/ADRC/graphs/full_no_cardiovascular/graph_data_list_adrc_all.pt,-0.5664674542315216,37.77514524166913,True,67.085609135894,8.111934009922717,3.0,3.0,14.0,14.0,1.0,1.0
HABS,HABS,full_no_cardiovascular,diagonal_oof,ok,,394.0,3.312037639199296,4.237868887223524,0.7270731805799691,0.8863357803258431,3.122502256758253e-17,1.980081267214809e-17,2.4965338459477452e-14,,,,,,,,,,,,,
HABS,AD_DECODE,full_no_cardiovascular,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionHABS_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_habs_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/AD_DECODE/graphs/full_no_cardiovascular/graph_data_list_ad_decode_all.pt,,,,,,3.0,3.0,14.0,17.0,1.0,1.0
AD_DECODE,ADNI,full_no_cardiovascular,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionADDECODE_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_addecode_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/ADNI/graphs/full_no_cardiovascular/graph_data_list_adni_all.pt,,,,,,3.0,3.0,17.0,14.0,1.0,1.0
AD_DECODE,ADRC,full_no_cardiovascular,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionADDECODE_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_addecode_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/ADRC/graphs/full_no_cardiovascular/graph_data_list_adrc_all.pt,,,,,,3.0,3.0,17.0,14.0,1.0,1.0
AD_DECODE,HABS,full_no_cardiovascular,external,incompatible_dimensions,Input dimensions do not match,,,,,,,,,$WORK/ines/results/BrainAgePredictionADDECODE_stratified_groupcv_targetnorm_bagbiascorr_oofglobal/ablation_full_no_cardiovascular/brainage_addecode_full_no_cardiovascular_prediction_BIAS_CORRECTED_model.pt,$WORK/ines/results/harmonized/HABS/graphs/full_no_cardiovascular/graph_data_list_habs_all.pt,,,,,,3.0,3.0,17.0,14.0,1.0,1.0
AD_DECODE,AD_DECODE,full_no_cardiovascular,diagonal_oof,ok,,79.0,5.733839330631048,7.268001166963036,0.7691559325693731,0.901360415768332,-8.604228440844963e-16,-4.246944884402538e-16,1.972832521130731e-14,,,,,,,,,,,,,
